"facet","lag","quantile","direction","SACTN","SAWS","cooccurrence","proportion"
"Eastern Beach - East London",2,0,"b",18,25,0,0
"Eastern Beach - East London",2,0,"x",18,25,0,0
"Eastern Beach - East London",2,0,"a",18,25,0,0
"Eastern Beach - East London",2,0.25,"b",13,19,0,0
"Eastern Beach - East London",2,0.25,"x",13,19,0,0
"Eastern Beach - East London",2,0.25,"a",13,19,0,0
"Eastern Beach - East London",2,0.5,"b",9,13,0,0
"Eastern Beach - East London",2,0.5,"x",9,13,0,0
"Eastern Beach - East London",2,0.5,"a",9,13,0,0
"Eastern Beach - East London",2,0.75,"b",5,7,0,0
"Eastern Beach - East London",2,0.75,"x",5,7,0,0
"Eastern Beach - East London",2,0.75,"a",5,7,0,0
"Eastern Beach - East London",2,1,"b",1,1,0,0
"Eastern Beach - East London",2,1,"x",1,1,0,0
"Eastern Beach - East London",2,1,"a",1,1,0,0
"Eastern Beach - East London",6,0,"b",18,25,1,0.0555555555555556
"Eastern Beach - East London",6,0,"x",18,25,3,0.166666666666667
"Eastern Beach - East London",6,0,"a",18,25,2,0.111111111111111
"Eastern Beach - East London",6,0.25,"b",13,19,1,0.0769230769230769
"Eastern Beach - East London",6,0.25,"x",13,19,2,0.153846153846154
"Eastern Beach - East London",6,0.25,"a",13,19,1,0.0769230769230769
"Eastern Beach - East London",6,0.5,"b",9,13,0,0
"Eastern Beach - East London",6,0.5,"x",9,13,1,0.111111111111111
"Eastern Beach - East London",6,0.5,"a",9,13,1,0.111111111111111
"Eastern Beach - East London",6,0.75,"b",5,7,0,0
"Eastern Beach - East London",6,0.75,"x",5,7,0,0
"Eastern Beach - East London",6,0.75,"a",5,7,0,0
"Eastern Beach - East London",6,1,"b",1,1,0,0
"Eastern Beach - East London",6,1,"x",1,1,0,0
"Eastern Beach - East London",6,1,"a",1,1,0,0
"Eastern Beach - East London",10,0,"b",18,25,1,0.0555555555555556
"Eastern Beach - East London",10,0,"x",18,25,3,0.166666666666667
"Eastern Beach - East London",10,0,"a",18,25,2,0.111111111111111
"Eastern Beach - East London",10,0.25,"b",13,19,1,0.0769230769230769
"Eastern Beach - East London",10,0.25,"x",13,19,2,0.153846153846154
"Eastern Beach - East London",10,0.25,"a",13,19,1,0.0769230769230769
"Eastern Beach - East London",10,0.5,"b",9,13,0,0
"Eastern Beach - East London",10,0.5,"x",9,13,1,0.111111111111111
"Eastern Beach - East London",10,0.5,"a",9,13,1,0.111111111111111
"Eastern Beach - East London",10,0.75,"b",5,7,0,0
"Eastern Beach - East London",10,0.75,"x",5,7,0,0
"Eastern Beach - East London",10,0.75,"a",5,7,0,0
"Eastern Beach - East London",10,1,"b",1,1,0,0
"Eastern Beach - East London",10,1,"x",1,1,0,0
"Eastern Beach - East London",10,1,"a",1,1,0,0
"Eastern Beach - East London",14,0,"b",18,25,1,0.0555555555555556
"Eastern Beach - East London",14,0,"x",18,25,3,0.166666666666667
"Eastern Beach - East London",14,0,"a",18,25,2,0.111111111111111
"Eastern Beach - East London",14,0.25,"b",13,19,1,0.0769230769230769
"Eastern Beach - East London",14,0.25,"x",13,19,2,0.153846153846154
"Eastern Beach - East London",14,0.25,"a",13,19,1,0.0769230769230769
"Eastern Beach - East London",14,0.5,"b",9,13,0,0
"Eastern Beach - East London",14,0.5,"x",9,13,1,0.111111111111111
"Eastern Beach - East London",14,0.5,"a",9,13,1,0.111111111111111
"Eastern Beach - East London",14,0.75,"b",5,7,0,0
"Eastern Beach - East London",14,0.75,"x",5,7,0,0
"Eastern Beach - East London",14,0.75,"a",5,7,0,0
"Eastern Beach - East London",14,1,"b",1,1,0,0
"Eastern Beach - East London",14,1,"x",1,1,0,0
"Eastern Beach - East London",14,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,0,"b",41,68,1,0.024390243902439
"Fish Hoek - Cape Town DF Malan",2,0,"x",41,68,3,0.0731707317073171
"Fish Hoek - Cape Town DF Malan",2,0,"a",41,68,3,0.0731707317073171
"Fish Hoek - Cape Town DF Malan",2,0.25,"b",31,51,0,0
"Fish Hoek - Cape Town DF Malan",2,0.25,"x",31,51,1,0.032258064516129
"Fish Hoek - Cape Town DF Malan",2,0.25,"a",31,51,1,0.032258064516129
"Fish Hoek - Cape Town DF Malan",2,0.5,"b",21,34,0,0
"Fish Hoek - Cape Town DF Malan",2,0.5,"x",21,34,0,0
"Fish Hoek - Cape Town DF Malan",2,0.5,"a",21,34,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"b",11,17,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"x",11,17,0,0
"Fish Hoek - Cape Town DF Malan",2,0.75,"a",11,17,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",2,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,0,"b",41,68,1,0.024390243902439
"Fish Hoek - Cape Town DF Malan",6,0,"x",41,68,5,0.121951219512195
"Fish Hoek - Cape Town DF Malan",6,0,"a",41,68,5,0.121951219512195
"Fish Hoek - Cape Town DF Malan",6,0.25,"b",31,51,0,0
"Fish Hoek - Cape Town DF Malan",6,0.25,"x",31,51,2,0.0645161290322581
"Fish Hoek - Cape Town DF Malan",6,0.25,"a",31,51,2,0.0645161290322581
"Fish Hoek - Cape Town DF Malan",6,0.5,"b",21,34,0,0
"Fish Hoek - Cape Town DF Malan",6,0.5,"x",21,34,1,0.0476190476190476
"Fish Hoek - Cape Town DF Malan",6,0.5,"a",21,34,1,0.0476190476190476
"Fish Hoek - Cape Town DF Malan",6,0.75,"b",11,17,0,0
"Fish Hoek - Cape Town DF Malan",6,0.75,"x",11,17,1,0.0909090909090909
"Fish Hoek - Cape Town DF Malan",6,0.75,"a",11,17,1,0.0909090909090909
"Fish Hoek - Cape Town DF Malan",6,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",6,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,0,"b",41,68,1,0.024390243902439
"Fish Hoek - Cape Town DF Malan",10,0,"x",41,68,7,0.170731707317073
"Fish Hoek - Cape Town DF Malan",10,0,"a",41,68,7,0.170731707317073
"Fish Hoek - Cape Town DF Malan",10,0.25,"b",31,51,0,0
"Fish Hoek - Cape Town DF Malan",10,0.25,"x",31,51,2,0.0645161290322581
"Fish Hoek - Cape Town DF Malan",10,0.25,"a",31,51,2,0.0645161290322581
"Fish Hoek - Cape Town DF Malan",10,0.5,"b",21,34,0,0
"Fish Hoek - Cape Town DF Malan",10,0.5,"x",21,34,1,0.0476190476190476
"Fish Hoek - Cape Town DF Malan",10,0.5,"a",21,34,1,0.0476190476190476
"Fish Hoek - Cape Town DF Malan",10,0.75,"b",11,17,0,0
"Fish Hoek - Cape Town DF Malan",10,0.75,"x",11,17,1,0.0909090909090909
"Fish Hoek - Cape Town DF Malan",10,0.75,"a",11,17,1,0.0909090909090909
"Fish Hoek - Cape Town DF Malan",10,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",10,1,"a",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,0,"b",41,68,3,0.0731707317073171
"Fish Hoek - Cape Town DF Malan",14,0,"x",41,68,13,0.317073170731707
"Fish Hoek - Cape Town DF Malan",14,0,"a",41,68,11,0.268292682926829
"Fish Hoek - Cape Town DF Malan",14,0.25,"b",31,51,1,0.032258064516129
"Fish Hoek - Cape Town DF Malan",14,0.25,"x",31,51,6,0.193548387096774
"Fish Hoek - Cape Town DF Malan",14,0.25,"a",31,51,5,0.161290322580645
"Fish Hoek - Cape Town DF Malan",14,0.5,"b",21,34,1,0.0476190476190476
"Fish Hoek - Cape Town DF Malan",14,0.5,"x",21,34,3,0.142857142857143
"Fish Hoek - Cape Town DF Malan",14,0.5,"a",21,34,2,0.0952380952380952
"Fish Hoek - Cape Town DF Malan",14,0.75,"b",11,17,0,0
"Fish Hoek - Cape Town DF Malan",14,0.75,"x",11,17,2,0.181818181818182
"Fish Hoek - Cape Town DF Malan",14,0.75,"a",11,17,2,0.181818181818182
"Fish Hoek - Cape Town DF Malan",14,1,"b",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,1,"x",1,1,0,0
"Fish Hoek - Cape Town DF Malan",14,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",2,0,"b",57,141,3,0.0526315789473684
"Gordons Bay - Jonkershoek",2,0,"x",57,141,4,0.0701754385964912
"Gordons Bay - Jonkershoek",2,0,"a",57,141,2,0.0350877192982456
"Gordons Bay - Jonkershoek",2,0.25,"b",43,106,1,0.0232558139534884
"Gordons Bay - Jonkershoek",2,0.25,"x",43,106,1,0.0232558139534884
"Gordons Bay - Jonkershoek",2,0.25,"a",43,106,1,0.0232558139534884
"Gordons Bay - Jonkershoek",2,0.5,"b",29,71,0,0
"Gordons Bay - Jonkershoek",2,0.5,"x",29,71,0,0
"Gordons Bay - Jonkershoek",2,0.5,"a",29,71,0,0
"Gordons Bay - Jonkershoek",2,0.75,"b",15,36,0,0
"Gordons Bay - Jonkershoek",2,0.75,"x",15,36,0,0
"Gordons Bay - Jonkershoek",2,0.75,"a",15,36,0,0
"Gordons Bay - Jonkershoek",2,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",2,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",2,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",6,0,"b",57,141,6,0.105263157894737
"Gordons Bay - Jonkershoek",6,0,"x",57,141,9,0.157894736842105
"Gordons Bay - Jonkershoek",6,0,"a",57,141,4,0.0701754385964912
"Gordons Bay - Jonkershoek",6,0.25,"b",43,106,3,0.0697674418604651
"Gordons Bay - Jonkershoek",6,0.25,"x",43,106,5,0.116279069767442
"Gordons Bay - Jonkershoek",6,0.25,"a",43,106,3,0.0697674418604651
"Gordons Bay - Jonkershoek",6,0.5,"b",29,71,1,0.0344827586206897
"Gordons Bay - Jonkershoek",6,0.5,"x",29,71,1,0.0344827586206897
"Gordons Bay - Jonkershoek",6,0.5,"a",29,71,0,0
"Gordons Bay - Jonkershoek",6,0.75,"b",15,36,0,0
"Gordons Bay - Jonkershoek",6,0.75,"x",15,36,0,0
"Gordons Bay - Jonkershoek",6,0.75,"a",15,36,0,0
"Gordons Bay - Jonkershoek",6,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",6,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",6,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",10,0,"b",57,141,7,0.12280701754386
"Gordons Bay - Jonkershoek",10,0,"x",57,141,11,0.192982456140351
"Gordons Bay - Jonkershoek",10,0,"a",57,141,5,0.087719298245614
"Gordons Bay - Jonkershoek",10,0.25,"b",43,106,4,0.0930232558139535
"Gordons Bay - Jonkershoek",10,0.25,"x",43,106,7,0.162790697674419
"Gordons Bay - Jonkershoek",10,0.25,"a",43,106,4,0.0930232558139535
"Gordons Bay - Jonkershoek",10,0.5,"b",29,71,2,0.0689655172413793
"Gordons Bay - Jonkershoek",10,0.5,"x",29,71,3,0.103448275862069
"Gordons Bay - Jonkershoek",10,0.5,"a",29,71,1,0.0344827586206897
"Gordons Bay - Jonkershoek",10,0.75,"b",15,36,0,0
"Gordons Bay - Jonkershoek",10,0.75,"x",15,36,0,0
"Gordons Bay - Jonkershoek",10,0.75,"a",15,36,0,0
"Gordons Bay - Jonkershoek",10,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",10,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",10,1,"a",1,1,0,0
"Gordons Bay - Jonkershoek",14,0,"b",57,141,8,0.140350877192982
"Gordons Bay - Jonkershoek",14,0,"x",57,141,13,0.228070175438596
"Gordons Bay - Jonkershoek",14,0,"a",57,141,6,0.105263157894737
"Gordons Bay - Jonkershoek",14,0.25,"b",43,106,5,0.116279069767442
"Gordons Bay - Jonkershoek",14,0.25,"x",43,106,8,0.186046511627907
"Gordons Bay - Jonkershoek",14,0.25,"a",43,106,4,0.0930232558139535
"Gordons Bay - Jonkershoek",14,0.5,"b",29,71,2,0.0689655172413793
"Gordons Bay - Jonkershoek",14,0.5,"x",29,71,3,0.103448275862069
"Gordons Bay - Jonkershoek",14,0.5,"a",29,71,1,0.0344827586206897
"Gordons Bay - Jonkershoek",14,0.75,"b",15,36,0,0
"Gordons Bay - Jonkershoek",14,0.75,"x",15,36,0,0
"Gordons Bay - Jonkershoek",14,0.75,"a",15,36,0,0
"Gordons Bay - Jonkershoek",14,1,"b",1,1,0,0
"Gordons Bay - Jonkershoek",14,1,"x",1,1,0,0
"Gordons Bay - Jonkershoek",14,1,"a",1,1,0,0
"Hamburg - East London",2,0,"b",31,27,0,0
"Hamburg - East London",2,0,"x",31,27,1,0.032258064516129
"Hamburg - East London",2,0,"a",31,27,1,0.032258064516129
"Hamburg - East London",2,0.25,"b",23,20,0,0
"Hamburg - East London",2,0.25,"x",23,20,1,0.0434782608695652
"Hamburg - East London",2,0.25,"a",23,20,1,0.0434782608695652
"Hamburg - East London",2,0.5,"b",16,14,0,0
"Hamburg - East London",2,0.5,"x",16,14,1,0.0625
"Hamburg - East London",2,0.5,"a",16,14,1,0.0625
"Hamburg - East London",2,0.75,"b",8,7,0,0
"Hamburg - East London",2,0.75,"x",8,7,0,0
"Hamburg - East London",2,0.75,"a",8,7,0,0
"Hamburg - East London",2,1,"b",1,1,0,0
"Hamburg - East London",2,1,"x",1,1,0,0
"Hamburg - East London",2,1,"a",1,1,0,0
"Hamburg - East London",6,0,"b",31,27,0,0
"Hamburg - East London",6,0,"x",31,27,3,0.0967741935483871
"Hamburg - East London",6,0,"a",31,27,3,0.0967741935483871
"Hamburg - East London",6,0.25,"b",23,20,0,0
"Hamburg - East London",6,0.25,"x",23,20,2,0.0869565217391304
"Hamburg - East London",6,0.25,"a",23,20,2,0.0869565217391304
"Hamburg - East London",6,0.5,"b",16,14,0,0
"Hamburg - East London",6,0.5,"x",16,14,1,0.0625
"Hamburg - East London",6,0.5,"a",16,14,1,0.0625
"Hamburg - East London",6,0.75,"b",8,7,0,0
"Hamburg - East London",6,0.75,"x",8,7,0,0
"Hamburg - East London",6,0.75,"a",8,7,0,0
"Hamburg - East London",6,1,"b",1,1,0,0
"Hamburg - East London",6,1,"x",1,1,0,0
"Hamburg - East London",6,1,"a",1,1,0,0
"Hamburg - East London",10,0,"b",31,27,1,0.032258064516129
"Hamburg - East London",10,0,"x",31,27,7,0.225806451612903
"Hamburg - East London",10,0,"a",31,27,6,0.193548387096774
"Hamburg - East London",10,0.25,"b",23,20,1,0.0434782608695652
"Hamburg - East London",10,0.25,"x",23,20,5,0.217391304347826
"Hamburg - East London",10,0.25,"a",23,20,4,0.173913043478261
"Hamburg - East London",10,0.5,"b",16,14,1,0.0625
"Hamburg - East London",10,0.5,"x",16,14,3,0.1875
"Hamburg - East London",10,0.5,"a",16,14,2,0.125
"Hamburg - East London",10,0.75,"b",8,7,0,0
"Hamburg - East London",10,0.75,"x",8,7,0,0
"Hamburg - East London",10,0.75,"a",8,7,0,0
"Hamburg - East London",10,1,"b",1,1,0,0
"Hamburg - East London",10,1,"x",1,1,0,0
"Hamburg - East London",10,1,"a",1,1,0,0
"Hamburg - East London",14,0,"b",31,27,2,0.0645161290322581
"Hamburg - East London",14,0,"x",31,27,9,0.290322580645161
"Hamburg - East London",14,0,"a",31,27,7,0.225806451612903
"Hamburg - East London",14,0.25,"b",23,20,2,0.0869565217391304
"Hamburg - East London",14,0.25,"x",23,20,6,0.260869565217391
"Hamburg - East London",14,0.25,"a",23,20,4,0.173913043478261
"Hamburg - East London",14,0.5,"b",16,14,2,0.125
"Hamburg - East London",14,0.5,"x",16,14,4,0.25
"Hamburg - East London",14,0.5,"a",16,14,2,0.125
"Hamburg - East London",14,0.75,"b",8,7,0,0
"Hamburg - East London",14,0.75,"x",8,7,0,0
"Hamburg - East London",14,0.75,"a",8,7,0,0
"Hamburg - East London",14,1,"b",1,1,0,0
"Hamburg - East London",14,1,"x",1,1,0,0
"Hamburg - East London",14,1,"a",1,1,0,0
"Hermanus - Jonkershoek",2,0,"b",30,60,1,0.0333333333333333
"Hermanus - Jonkershoek",2,0,"x",30,60,1,0.0333333333333333
"Hermanus - Jonkershoek",2,0,"a",30,60,0,0
"Hermanus - Jonkershoek",2,0.25,"b",22,45,0,0
"Hermanus - Jonkershoek",2,0.25,"x",22,45,0,0
"Hermanus - Jonkershoek",2,0.25,"a",22,45,0,0
"Hermanus - Jonkershoek",2,0.5,"b",15,30,0,0
"Hermanus - Jonkershoek",2,0.5,"x",15,30,0,0
"Hermanus - Jonkershoek",2,0.5,"a",15,30,0,0
"Hermanus - Jonkershoek",2,0.75,"b",8,15,0,0
"Hermanus - Jonkershoek",2,0.75,"x",8,15,0,0
"Hermanus - Jonkershoek",2,0.75,"a",8,15,0,0
"Hermanus - Jonkershoek",2,1,"b",1,1,0,0
"Hermanus - Jonkershoek",2,1,"x",1,1,0,0
"Hermanus - Jonkershoek",2,1,"a",1,1,0,0
"Hermanus - Jonkershoek",6,0,"b",30,60,2,0.0666666666666667
"Hermanus - Jonkershoek",6,0,"x",30,60,3,0.1
"Hermanus - Jonkershoek",6,0,"a",30,60,1,0.0333333333333333
"Hermanus - Jonkershoek",6,0.25,"b",22,45,0,0
"Hermanus - Jonkershoek",6,0.25,"x",22,45,1,0.0454545454545455
"Hermanus - Jonkershoek",6,0.25,"a",22,45,1,0.0454545454545455
"Hermanus - Jonkershoek",6,0.5,"b",15,30,0,0
"Hermanus - Jonkershoek",6,0.5,"x",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",6,0.5,"a",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",6,0.75,"b",8,15,0,0
"Hermanus - Jonkershoek",6,0.75,"x",8,15,0,0
"Hermanus - Jonkershoek",6,0.75,"a",8,15,0,0
"Hermanus - Jonkershoek",6,1,"b",1,1,0,0
"Hermanus - Jonkershoek",6,1,"x",1,1,0,0
"Hermanus - Jonkershoek",6,1,"a",1,1,0,0
"Hermanus - Jonkershoek",10,0,"b",30,60,3,0.1
"Hermanus - Jonkershoek",10,0,"x",30,60,5,0.166666666666667
"Hermanus - Jonkershoek",10,0,"a",30,60,2,0.0666666666666667
"Hermanus - Jonkershoek",10,0.25,"b",22,45,1,0.0454545454545455
"Hermanus - Jonkershoek",10,0.25,"x",22,45,3,0.136363636363636
"Hermanus - Jonkershoek",10,0.25,"a",22,45,2,0.0909090909090909
"Hermanus - Jonkershoek",10,0.5,"b",15,30,0,0
"Hermanus - Jonkershoek",10,0.5,"x",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",10,0.5,"a",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",10,0.75,"b",8,15,0,0
"Hermanus - Jonkershoek",10,0.75,"x",8,15,0,0
"Hermanus - Jonkershoek",10,0.75,"a",8,15,0,0
"Hermanus - Jonkershoek",10,1,"b",1,1,0,0
"Hermanus - Jonkershoek",10,1,"x",1,1,0,0
"Hermanus - Jonkershoek",10,1,"a",1,1,0,0
"Hermanus - Jonkershoek",14,0,"b",30,60,3,0.1
"Hermanus - Jonkershoek",14,0,"x",30,60,5,0.166666666666667
"Hermanus - Jonkershoek",14,0,"a",30,60,2,0.0666666666666667
"Hermanus - Jonkershoek",14,0.25,"b",22,45,1,0.0454545454545455
"Hermanus - Jonkershoek",14,0.25,"x",22,45,3,0.136363636363636
"Hermanus - Jonkershoek",14,0.25,"a",22,45,2,0.0909090909090909
"Hermanus - Jonkershoek",14,0.5,"b",15,30,0,0
"Hermanus - Jonkershoek",14,0.5,"x",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",14,0.5,"a",15,30,1,0.0666666666666667
"Hermanus - Jonkershoek",14,0.75,"b",8,15,0,0
"Hermanus - Jonkershoek",14,0.75,"x",8,15,0,0
"Hermanus - Jonkershoek",14,0.75,"a",8,15,0,0
"Hermanus - Jonkershoek",14,1,"b",1,1,0,0
"Hermanus - Jonkershoek",14,1,"x",1,1,0,0
"Hermanus - Jonkershoek",14,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,0,"b",31,57,0,0
"Hout Bay - Cape Town DF Malan",2,0,"x",31,57,1,0.032258064516129
"Hout Bay - Cape Town DF Malan",2,0,"a",31,57,1,0.032258064516129
"Hout Bay - Cape Town DF Malan",2,0.25,"b",23,43,0,0
"Hout Bay - Cape Town DF Malan",2,0.25,"x",23,43,0,0
"Hout Bay - Cape Town DF Malan",2,0.25,"a",23,43,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"b",16,29,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"x",16,29,0,0
"Hout Bay - Cape Town DF Malan",2,0.5,"a",16,29,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"b",8,15,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"x",8,15,0,0
"Hout Bay - Cape Town DF Malan",2,0.75,"a",8,15,0,0
"Hout Bay - Cape Town DF Malan",2,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",2,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,0,"b",31,57,1,0.032258064516129
"Hout Bay - Cape Town DF Malan",6,0,"x",31,57,3,0.0967741935483871
"Hout Bay - Cape Town DF Malan",6,0,"a",31,57,2,0.0645161290322581
"Hout Bay - Cape Town DF Malan",6,0.25,"b",23,43,1,0.0434782608695652
"Hout Bay - Cape Town DF Malan",6,0.25,"x",23,43,2,0.0869565217391304
"Hout Bay - Cape Town DF Malan",6,0.25,"a",23,43,1,0.0434782608695652
"Hout Bay - Cape Town DF Malan",6,0.5,"b",16,29,0,0
"Hout Bay - Cape Town DF Malan",6,0.5,"x",16,29,0,0
"Hout Bay - Cape Town DF Malan",6,0.5,"a",16,29,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"b",8,15,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"x",8,15,0,0
"Hout Bay - Cape Town DF Malan",6,0.75,"a",8,15,0,0
"Hout Bay - Cape Town DF Malan",6,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",6,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,0,"b",31,57,4,0.129032258064516
"Hout Bay - Cape Town DF Malan",10,0,"x",31,57,7,0.225806451612903
"Hout Bay - Cape Town DF Malan",10,0,"a",31,57,3,0.0967741935483871
"Hout Bay - Cape Town DF Malan",10,0.25,"b",23,43,4,0.173913043478261
"Hout Bay - Cape Town DF Malan",10,0.25,"x",23,43,5,0.217391304347826
"Hout Bay - Cape Town DF Malan",10,0.25,"a",23,43,1,0.0434782608695652
"Hout Bay - Cape Town DF Malan",10,0.5,"b",16,29,1,0.0625
"Hout Bay - Cape Town DF Malan",10,0.5,"x",16,29,1,0.0625
"Hout Bay - Cape Town DF Malan",10,0.5,"a",16,29,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"b",8,15,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"x",8,15,0,0
"Hout Bay - Cape Town DF Malan",10,0.75,"a",8,15,0,0
"Hout Bay - Cape Town DF Malan",10,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",10,1,"a",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,0,"b",31,57,4,0.129032258064516
"Hout Bay - Cape Town DF Malan",14,0,"x",31,57,10,0.32258064516129
"Hout Bay - Cape Town DF Malan",14,0,"a",31,57,6,0.193548387096774
"Hout Bay - Cape Town DF Malan",14,0.25,"b",23,43,4,0.173913043478261
"Hout Bay - Cape Town DF Malan",14,0.25,"x",23,43,7,0.304347826086957
"Hout Bay - Cape Town DF Malan",14,0.25,"a",23,43,3,0.130434782608696
"Hout Bay - Cape Town DF Malan",14,0.5,"b",16,29,1,0.0625
"Hout Bay - Cape Town DF Malan",14,0.5,"x",16,29,3,0.1875
"Hout Bay - Cape Town DF Malan",14,0.5,"a",16,29,2,0.125
"Hout Bay - Cape Town DF Malan",14,0.75,"b",8,15,0,0
"Hout Bay - Cape Town DF Malan",14,0.75,"x",8,15,0,0
"Hout Bay - Cape Town DF Malan",14,0.75,"a",8,15,0,0
"Hout Bay - Cape Town DF Malan",14,1,"b",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,1,"x",1,1,0,0
"Hout Bay - Cape Town DF Malan",14,1,"a",1,1,0,0
"Humewood - Port Elizabeth",2,0,"b",37,35,2,0.0540540540540541
"Humewood - Port Elizabeth",2,0,"x",37,35,5,0.135135135135135
"Humewood - Port Elizabeth",2,0,"a",37,35,4,0.108108108108108
"Humewood - Port Elizabeth",2,0.25,"b",28,26,2,0.0714285714285714
"Humewood - Port Elizabeth",2,0.25,"x",28,26,3,0.107142857142857
"Humewood - Port Elizabeth",2,0.25,"a",28,26,2,0.0714285714285714
"Humewood - Port Elizabeth",2,0.5,"b",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",2,0.5,"x",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",2,0.5,"a",19,18,1,0.0526315789473684
"Humewood - Port Elizabeth",2,0.75,"b",10,9,1,0.1
"Humewood - Port Elizabeth",2,0.75,"x",10,9,1,0.1
"Humewood - Port Elizabeth",2,0.75,"a",10,9,0,0
"Humewood - Port Elizabeth",2,1,"b",1,1,0,0
"Humewood - Port Elizabeth",2,1,"x",1,1,0,0
"Humewood - Port Elizabeth",2,1,"a",1,1,0,0
"Humewood - Port Elizabeth",6,0,"b",37,35,2,0.0540540540540541
"Humewood - Port Elizabeth",6,0,"x",37,35,6,0.162162162162162
"Humewood - Port Elizabeth",6,0,"a",37,35,5,0.135135135135135
"Humewood - Port Elizabeth",6,0.25,"b",28,26,2,0.0714285714285714
"Humewood - Port Elizabeth",6,0.25,"x",28,26,4,0.142857142857143
"Humewood - Port Elizabeth",6,0.25,"a",28,26,3,0.107142857142857
"Humewood - Port Elizabeth",6,0.5,"b",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",6,0.5,"x",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",6,0.5,"a",19,18,1,0.0526315789473684
"Humewood - Port Elizabeth",6,0.75,"b",10,9,1,0.1
"Humewood - Port Elizabeth",6,0.75,"x",10,9,1,0.1
"Humewood - Port Elizabeth",6,0.75,"a",10,9,0,0
"Humewood - Port Elizabeth",6,1,"b",1,1,0,0
"Humewood - Port Elizabeth",6,1,"x",1,1,0,0
"Humewood - Port Elizabeth",6,1,"a",1,1,0,0
"Humewood - Port Elizabeth",10,0,"b",37,35,5,0.135135135135135
"Humewood - Port Elizabeth",10,0,"x",37,35,9,0.243243243243243
"Humewood - Port Elizabeth",10,0,"a",37,35,5,0.135135135135135
"Humewood - Port Elizabeth",10,0.25,"b",28,26,2,0.0714285714285714
"Humewood - Port Elizabeth",10,0.25,"x",28,26,4,0.142857142857143
"Humewood - Port Elizabeth",10,0.25,"a",28,26,3,0.107142857142857
"Humewood - Port Elizabeth",10,0.5,"b",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",10,0.5,"x",19,18,2,0.105263157894737
"Humewood - Port Elizabeth",10,0.5,"a",19,18,1,0.0526315789473684
"Humewood - Port Elizabeth",10,0.75,"b",10,9,1,0.1
"Humewood - Port Elizabeth",10,0.75,"x",10,9,1,0.1
"Humewood - Port Elizabeth",10,0.75,"a",10,9,0,0
