"facet","lag","quantile","direction","SACTN","SAWS","cooccurrence","proportion"
"Storms River Mouth - Cape St Francis",6,0,"x",23,44,0,0
"Storms River Mouth - Cape St Francis",6,0,"a",23,44,0,0
"Storms River Mouth - Cape St Francis",6,0.25,"b",17,33,0,0
"Storms River Mouth - Cape St Francis",6,0.25,"x",17,33,0,0
"Storms River Mouth - Cape St Francis",6,0.25,"a",17,33,0,0
"Storms River Mouth - Cape St Francis",6,0.5,"b",12,22,0,0
"Storms River Mouth - Cape St Francis",6,0.5,"x",12,22,0,0
"Storms River Mouth - Cape St Francis",6,0.5,"a",12,22,0,0
"Storms River Mouth - Cape St Francis",6,0.75,"b",6,11,0,0
"Storms River Mouth - Cape St Francis",6,0.75,"x",6,11,0,0
"Storms River Mouth - Cape St Francis",6,0.75,"a",6,11,0,0
"Storms River Mouth - Cape St Francis",6,1,"b",1,1,0,0
"Storms River Mouth - Cape St Francis",6,1,"x",1,1,0,0
"Storms River Mouth - Cape St Francis",6,1,"a",1,1,0,0
"Storms River Mouth - Cape St Francis",10,0,"b",23,44,0,0
"Storms River Mouth - Cape St Francis",10,0,"x",23,44,0,0
"Storms River Mouth - Cape St Francis",10,0,"a",23,44,0,0
"Storms River Mouth - Cape St Francis",10,0.25,"b",17,33,0,0
"Storms River Mouth - Cape St Francis",10,0.25,"x",17,33,0,0
"Storms River Mouth - Cape St Francis",10,0.25,"a",17,33,0,0
"Storms River Mouth - Cape St Francis",10,0.5,"b",12,22,0,0
"Storms River Mouth - Cape St Francis",10,0.5,"x",12,22,0,0
"Storms River Mouth - Cape St Francis",10,0.5,"a",12,22,0,0
"Storms River Mouth - Cape St Francis",10,0.75,"b",6,11,0,0
"Storms River Mouth - Cape St Francis",10,0.75,"x",6,11,0,0
"Storms River Mouth - Cape St Francis",10,0.75,"a",6,11,0,0
"Storms River Mouth - Cape St Francis",10,1,"b",1,1,0,0
"Storms River Mouth - Cape St Francis",10,1,"x",1,1,0,0
"Storms River Mouth - Cape St Francis",10,1,"a",1,1,0,0
"Storms River Mouth - Cape St Francis",14,0,"b",23,44,0,0
"Storms River Mouth - Cape St Francis",14,0,"x",23,44,0,0
"Storms River Mouth - Cape St Francis",14,0,"a",23,44,0,0
"Storms River Mouth - Cape St Francis",14,0.25,"b",17,33,0,0
"Storms River Mouth - Cape St Francis",14,0.25,"x",17,33,0,0
"Storms River Mouth - Cape St Francis",14,0.25,"a",17,33,0,0
"Storms River Mouth - Cape St Francis",14,0.5,"b",12,22,0,0
"Storms River Mouth - Cape St Francis",14,0.5,"x",12,22,0,0
"Storms River Mouth - Cape St Francis",14,0.5,"a",12,22,0,0
"Storms River Mouth - Cape St Francis",14,0.75,"b",6,11,0,0
"Storms River Mouth - Cape St Francis",14,0.75,"x",6,11,0,0
"Storms River Mouth - Cape St Francis",14,0.75,"a",6,11,0,0
"Storms River Mouth - Cape St Francis",14,1,"b",1,1,0,0
"Storms River Mouth - Cape St Francis",14,1,"x",1,1,0,0
"Storms River Mouth - Cape St Francis",14,1,"a",1,1,0,0
"Tsitsikamma East - Cape St Francis",2,0,"b",39,54,0,0
"Tsitsikamma East - Cape St Francis",2,0,"x",39,54,0,0
"Tsitsikamma East - Cape St Francis",2,0,"a",39,54,0,0
"Tsitsikamma East - Cape St Francis",2,0.25,"b",29,40,0,0
"Tsitsikamma East - Cape St Francis",2,0.25,"x",29,40,0,0
"Tsitsikamma East - Cape St Francis",2,0.25,"a",29,40,0,0
"Tsitsikamma East - Cape St Francis",2,0.5,"b",20,27,0,0
"Tsitsikamma East - Cape St Francis",2,0.5,"x",20,27,0,0
"Tsitsikamma East - Cape St Francis",2,0.5,"a",20,27,0,0
"Tsitsikamma East - Cape St Francis",2,0.75,"b",10,14,0,0
"Tsitsikamma East - Cape St Francis",2,0.75,"x",10,14,0,0
"Tsitsikamma East - Cape St Francis",2,0.75,"a",10,14,0,0
"Tsitsikamma East - Cape St Francis",2,1,"b",1,1,0,0
"Tsitsikamma East - Cape St Francis",2,1,"x",1,1,0,0
"Tsitsikamma East - Cape St Francis",2,1,"a",1,1,0,0
"Tsitsikamma East - Cape St Francis",6,0,"b",39,54,1,0.0256410256410256
"Tsitsikamma East - Cape St Francis",6,0,"x",39,54,1,0.0256410256410256
"Tsitsikamma East - Cape St Francis",6,0,"a",39,54,0,0
"Tsitsikamma East - Cape St Francis",6,0.25,"b",29,40,0,0
"Tsitsikamma East - Cape St Francis",6,0.25,"x",29,40,0,0
"Tsitsikamma East - Cape St Francis",6,0.25,"a",29,40,0,0
"Tsitsikamma East - Cape St Francis",6,0.5,"b",20,27,0,0
"Tsitsikamma East - Cape St Francis",6,0.5,"x",20,27,0,0
"Tsitsikamma East - Cape St Francis",6,0.5,"a",20,27,0,0
"Tsitsikamma East - Cape St Francis",6,0.75,"b",10,14,0,0
"Tsitsikamma East - Cape St Francis",6,0.75,"x",10,14,0,0
"Tsitsikamma East - Cape St Francis",6,0.75,"a",10,14,0,0
"Tsitsikamma East - Cape St Francis",6,1,"b",1,1,0,0
"Tsitsikamma East - Cape St Francis",6,1,"x",1,1,0,0
"Tsitsikamma East - Cape St Francis",6,1,"a",1,1,0,0
"Tsitsikamma East - Cape St Francis",10,0,"b",39,54,2,0.0512820512820513
"Tsitsikamma East - Cape St Francis",10,0,"x",39,54,2,0.0512820512820513
"Tsitsikamma East - Cape St Francis",10,0,"a",39,54,0,0
"Tsitsikamma East - Cape St Francis",10,0.25,"b",29,40,0,0
"Tsitsikamma East - Cape St Francis",10,0.25,"x",29,40,0,0
"Tsitsikamma East - Cape St Francis",10,0.25,"a",29,40,0,0
"Tsitsikamma East - Cape St Francis",10,0.5,"b",20,27,0,0
"Tsitsikamma East - Cape St Francis",10,0.5,"x",20,27,0,0
"Tsitsikamma East - Cape St Francis",10,0.5,"a",20,27,0,0
"Tsitsikamma East - Cape St Francis",10,0.75,"b",10,14,0,0
"Tsitsikamma East - Cape St Francis",10,0.75,"x",10,14,0,0
"Tsitsikamma East - Cape St Francis",10,0.75,"a",10,14,0,0
"Tsitsikamma East - Cape St Francis",10,1,"b",1,1,0,0
"Tsitsikamma East - Cape St Francis",10,1,"x",1,1,0,0
"Tsitsikamma East - Cape St Francis",10,1,"a",1,1,0,0
"Tsitsikamma East - Cape St Francis",14,0,"b",39,54,2,0.0512820512820513
"Tsitsikamma East - Cape St Francis",14,0,"x",39,54,2,0.0512820512820513
"Tsitsikamma East - Cape St Francis",14,0,"a",39,54,0,0
"Tsitsikamma East - Cape St Francis",14,0.25,"b",29,40,0,0
"Tsitsikamma East - Cape St Francis",14,0.25,"x",29,40,0,0
"Tsitsikamma East - Cape St Francis",14,0.25,"a",29,40,0,0
"Tsitsikamma East - Cape St Francis",14,0.5,"b",20,27,0,0
"Tsitsikamma East - Cape St Francis",14,0.5,"x",20,27,0,0
"Tsitsikamma East - Cape St Francis",14,0.5,"a",20,27,0,0
"Tsitsikamma East - Cape St Francis",14,0.75,"b",10,14,0,0
"Tsitsikamma East - Cape St Francis",14,0.75,"x",10,14,0,0
"Tsitsikamma East - Cape St Francis",14,0.75,"a",10,14,0,0
"Tsitsikamma East - Cape St Francis",14,1,"b",1,1,0,0
"Tsitsikamma East - Cape St Francis",14,1,"x",1,1,0,0
"Tsitsikamma East - Cape St Francis",14,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",2,0,"b",21,41,0,0
"Tsitsikamma West - Cape St Francis",2,0,"x",21,41,0,0
"Tsitsikamma West - Cape St Francis",2,0,"a",21,41,0,0
"Tsitsikamma West - Cape St Francis",2,0.25,"b",16,31,0,0
"Tsitsikamma West - Cape St Francis",2,0.25,"x",16,31,0,0
"Tsitsikamma West - Cape St Francis",2,0.25,"a",16,31,0,0
"Tsitsikamma West - Cape St Francis",2,0.5,"b",11,21,0,0
"Tsitsikamma West - Cape St Francis",2,0.5,"x",11,21,0,0
"Tsitsikamma West - Cape St Francis",2,0.5,"a",11,21,0,0
"Tsitsikamma West - Cape St Francis",2,0.75,"b",6,11,0,0
"Tsitsikamma West - Cape St Francis",2,0.75,"x",6,11,0,0
"Tsitsikamma West - Cape St Francis",2,0.75,"a",6,11,0,0
"Tsitsikamma West - Cape St Francis",2,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",2,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",2,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",6,0,"b",21,41,0,0
"Tsitsikamma West - Cape St Francis",6,0,"x",21,41,0,0
"Tsitsikamma West - Cape St Francis",6,0,"a",21,41,0,0
"Tsitsikamma West - Cape St Francis",6,0.25,"b",16,31,0,0
"Tsitsikamma West - Cape St Francis",6,0.25,"x",16,31,0,0
"Tsitsikamma West - Cape St Francis",6,0.25,"a",16,31,0,0
"Tsitsikamma West - Cape St Francis",6,0.5,"b",11,21,0,0
"Tsitsikamma West - Cape St Francis",6,0.5,"x",11,21,0,0
"Tsitsikamma West - Cape St Francis",6,0.5,"a",11,21,0,0
"Tsitsikamma West - Cape St Francis",6,0.75,"b",6,11,0,0
"Tsitsikamma West - Cape St Francis",6,0.75,"x",6,11,0,0
"Tsitsikamma West - Cape St Francis",6,0.75,"a",6,11,0,0
"Tsitsikamma West - Cape St Francis",6,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",6,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",6,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,0,"b",21,41,0,0
"Tsitsikamma West - Cape St Francis",10,0,"x",21,41,0,0
"Tsitsikamma West - Cape St Francis",10,0,"a",21,41,0,0
"Tsitsikamma West - Cape St Francis",10,0.25,"b",16,31,0,0
"Tsitsikamma West - Cape St Francis",10,0.25,"x",16,31,0,0
"Tsitsikamma West - Cape St Francis",10,0.25,"a",16,31,0,0
"Tsitsikamma West - Cape St Francis",10,0.5,"b",11,21,0,0
"Tsitsikamma West - Cape St Francis",10,0.5,"x",11,21,0,0
"Tsitsikamma West - Cape St Francis",10,0.5,"a",11,21,0,0
"Tsitsikamma West - Cape St Francis",10,0.75,"b",6,11,0,0
"Tsitsikamma West - Cape St Francis",10,0.75,"x",6,11,0,0
"Tsitsikamma West - Cape St Francis",10,0.75,"a",6,11,0,0
"Tsitsikamma West - Cape St Francis",10,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",10,1,"a",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,0,"b",21,41,0,0
"Tsitsikamma West - Cape St Francis",14,0,"x",21,41,0,0
"Tsitsikamma West - Cape St Francis",14,0,"a",21,41,0,0
"Tsitsikamma West - Cape St Francis",14,0.25,"b",16,31,0,0
"Tsitsikamma West - Cape St Francis",14,0.25,"x",16,31,0,0
"Tsitsikamma West - Cape St Francis",14,0.25,"a",16,31,0,0
"Tsitsikamma West - Cape St Francis",14,0.5,"b",11,21,0,0
"Tsitsikamma West - Cape St Francis",14,0.5,"x",11,21,0,0
"Tsitsikamma West - Cape St Francis",14,0.5,"a",11,21,0,0
"Tsitsikamma West - Cape St Francis",14,0.75,"b",6,11,0,0
"Tsitsikamma West - Cape St Francis",14,0.75,"x",6,11,0,0
"Tsitsikamma West - Cape St Francis",14,0.75,"a",6,11,0,0
"Tsitsikamma West - Cape St Francis",14,1,"b",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,1,"x",1,1,0,0
"Tsitsikamma West - Cape St Francis",14,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,0,"b",16,40,0,0
"Ystervarkpunt - Cape St Blaize",2,0,"x",16,40,0,0
"Ystervarkpunt - Cape St Blaize",2,0,"a",16,40,0,0
"Ystervarkpunt - Cape St Blaize",2,0.25,"b",12,30,0,0
"Ystervarkpunt - Cape St Blaize",2,0.25,"x",12,30,0,0
"Ystervarkpunt - Cape St Blaize",2,0.25,"a",12,30,0,0
"Ystervarkpunt - Cape St Blaize",2,0.5,"b",8,20,0,0
"Ystervarkpunt - Cape St Blaize",2,0.5,"x",8,20,0,0
"Ystervarkpunt - Cape St Blaize",2,0.5,"a",8,20,0,0
"Ystervarkpunt - Cape St Blaize",2,0.75,"b",4,10,0,0
"Ystervarkpunt - Cape St Blaize",2,0.75,"x",4,10,0,0
"Ystervarkpunt - Cape St Blaize",2,0.75,"a",4,10,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",2,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,0,"b",16,40,0,0
"Ystervarkpunt - Cape St Blaize",6,0,"x",16,40,0,0
"Ystervarkpunt - Cape St Blaize",6,0,"a",16,40,0,0
"Ystervarkpunt - Cape St Blaize",6,0.25,"b",12,30,0,0
"Ystervarkpunt - Cape St Blaize",6,0.25,"x",12,30,0,0
"Ystervarkpunt - Cape St Blaize",6,0.25,"a",12,30,0,0
"Ystervarkpunt - Cape St Blaize",6,0.5,"b",8,20,0,0
"Ystervarkpunt - Cape St Blaize",6,0.5,"x",8,20,0,0
"Ystervarkpunt - Cape St Blaize",6,0.5,"a",8,20,0,0
"Ystervarkpunt - Cape St Blaize",6,0.75,"b",4,10,0,0
"Ystervarkpunt - Cape St Blaize",6,0.75,"x",4,10,0,0
"Ystervarkpunt - Cape St Blaize",6,0.75,"a",4,10,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",6,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",10,0,"b",16,40,0,0
"Ystervarkpunt - Cape St Blaize",10,0,"x",16,40,0,0
"Ystervarkpunt - Cape St Blaize",10,0,"a",16,40,0,0
"Ystervarkpunt - Cape St Blaize",10,0.25,"b",12,30,0,0
"Ystervarkpunt - Cape St Blaize",10,0.25,"x",12,30,0,0
"Ystervarkpunt - Cape St Blaize",10,0.25,"a",12,30,0,0
"Ystervarkpunt - Cape St Blaize",10,0.5,"b",8,20,0,0
"Ystervarkpunt - Cape St Blaize",10,0.5,"x",8,20,0,0
"Ystervarkpunt - Cape St Blaize",10,0.5,"a",8,20,0,0
"Ystervarkpunt - Cape St Blaize",10,0.75,"b",4,10,0,0
"Ystervarkpunt - Cape St Blaize",10,0.75,"x",4,10,0,0
"Ystervarkpunt - Cape St Blaize",10,0.75,"a",4,10,0,0
"Ystervarkpunt - Cape St Blaize",10,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",10,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",10,1,"a",1,1,0,0
"Ystervarkpunt - Cape St Blaize",14,0,"b",16,40,1,0.0625
"Ystervarkpunt - Cape St Blaize",14,0,"x",16,40,1,0.0625
"Ystervarkpunt - Cape St Blaize",14,0,"a",16,40,0,0
"Ystervarkpunt - Cape St Blaize",14,0.25,"b",12,30,1,0.0833333333333333
"Ystervarkpunt - Cape St Blaize",14,0.25,"x",12,30,1,0.0833333333333333
"Ystervarkpunt - Cape St Blaize",14,0.25,"a",12,30,0,0
"Ystervarkpunt - Cape St Blaize",14,0.5,"b",8,20,1,0.125
"Ystervarkpunt - Cape St Blaize",14,0.5,"x",8,20,1,0.125
"Ystervarkpunt - Cape St Blaize",14,0.5,"a",8,20,0,0
"Ystervarkpunt - Cape St Blaize",14,0.75,"b",4,10,1,0.25
"Ystervarkpunt - Cape St Blaize",14,0.75,"x",4,10,1,0.25
"Ystervarkpunt - Cape St Blaize",14,0.75,"a",4,10,0,0
"Ystervarkpunt - Cape St Blaize",14,1,"b",1,1,0,0
"Ystervarkpunt - Cape St Blaize",14,1,"x",1,1,0,0
"Ystervarkpunt - Cape St Blaize",14,1,"a",1,1,0,0
